ID,TITRE,TYPE,SSTYPE,CATEGORIE,STYLE,EVENEMENT,THEME1,THEME2,THEME3,RAISONSOCIALE,ADRESSE1,ADRESSE2,ADRESSE3,CODEPOSTAL,COMMUNE,PAYS,TEL1,TEL2,FAX,EMAIL1,EMAIL2,WEB1,WEB2,GPSX,GPSY,SIRET,APE,RCS,DESCRIPTIF_TITRE_FRANCAIS,DESCRIPTIF_SSTITRE_FRANCAIS,DESCRIPTIF_CHAPEAU_FRANCAIS,DESCRIPTIF_ARTICLE_FRANCAIS,DESCRIPTIF_TITRE_ANGLAIS,DESCRIPTIF_SSTITRE_ANGLAIS,DESCRIPTIF_CHAPEAU_ANGLAIS,DESCRIPTIF_ARTICLE_ANGLAIS,DESCRIPTIF_TITRE_ALLEMAND,DESCRIPTIF_SSTITRE_ALLEMAND,DESCRIPTIF_CHAPEAU_ALLEMAND,DESCRIPTIF_ARTICLE_ALLEMAND,DESCRIPTIF_TITRE_ESPAGNOL,DESCRIPTIF_SSTITRE_ESPAGNOL,DESCRIPTIF_CHAPEAU_ESPAGNOL,DESCRIPTIF_ARTICLE_ESPAGNOL,DESCRIPTIF_TITRE_ITALIEN,DESCRIPTIF_SSTITRE_ITALIEN,DESCRIPTIF_CHAPEAU_ITALIEN,DESCRIPTIF_ARTICLE_ITALIEN,PHOTO1,PHOTO2,PHOTO3,CLASSEMENT,LABEL1,LABEL2,LABEL3,ANIMAUX,HANDICAPE,TOURISME_HANDICAP1,TOURISME_HANDICAP2,TOURISME_HANDICAP3,TOURISME_HANDICAP4,DATEDU1,DATEAU1,DATEDU2,DATEAU2,DATEDU3,DATEAU3,DATEDU4,DATEAU4,DATEDU5,DATEAU5,CONTACT1TYPE,CONTACT1CIVI,CONTACT1NOM,CONTACT1PRENOM,CONTACT1FONCTION,CONTACT1EMAIL,CONTACT1TEL,CONTACT1FAX,CONTACT2TYPE,CONTACT2CIVI,CONTACT2NOM,CONTACT2PRENOM,CONTACT2FONCTION,CONTACT2EMAIL,CONTACT2TEL,CONTACT2FAX,CHAINE1,CHAINE2,CHAINE3,CHAINE4,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,MODE_PAIEMENT1,MODE_PAIEMENT2,MODE_PAIEMENT3,MODE_PAIEMENT4,MODE_PAIEMENT5,MODE_PAIEMENT6,MODE_PAIEMENT7,MODE_PAIEMENT8,MODE_PAIEMENT9,MODE_PAIEMENT10,EQUIPEMENT1,EQUIPEMENT2,EQUIPEMENT3,EQUIPEMENT4,EQUIPEMENT5,EQUIPEMENT6,EQUIPEMENT7,EQUIPEMENT8,EQUIPEMENT9,EQUIPEMENT10,EQUIPEMENT11,EQUIPEMENT12,EQUIPEMENT13,EQUIPEMENT14,EQUIPEMENT15,EQUIPEMENT16,EQUIPEMENT17,EQUIPEMENT18,EQUIPEMENT19,EQUIPEMENT20,SERVICE1,SERVICE2,SERVICE3,SERVICE4,SERVICE5,SERVICE6,SERVICE7,SERVICE8,SERVICE9,SERVICE10,SERVICE11,SERVICE12,SERVICE13,SERVICE14,SERVICE15,SERVICE16,SERVICE17,SERVICE18,SERVICE19,SERVICE20,ACTIVITE1,ACTIVITE2,ACTIVITE3,ACTIVITE4,ACTIVITE5,CONFORT1,CONFORT2,CONFORT3,CONFORT4,CONFORT5,GROUPES_ACCEPTES,GROUPE_MAX,GROUPE_MIN,NBRE_SALLE_REUNION,NBRE_PERSONNES_SALLE,SUPERFICIE_SALLE,TARIF1_LIBELLE,TARIF1_MIN,TARIF1_MAX,TARIF2_LIBELLE,TARIF2_MIN,TARIF2_MAX,TARIF3_LIBELLE,TARIF3_MIN,TARIF3_MAX,TARIF4_LIBELLE,TARIF4_MIN,TARIF4_MAX,TARIF5_LIBELLE,TARIF5_MIN,TARIF5_MAX,TARIF6_LIBELLE,TARIF6_MIN,TARIF6_MAX,TARIF7_LIBELLE,TARIF7_MIN,TARIF7_MAX,TARIF8_LIBELLE,TARIF8_MIN,TARIF8_MAX,TARIF9_LIBELLE,TARIF9_MIN,TARIF9_MAX,TARIF10_LIBELLE,TARIF10_MIN,TARIF10_MAX,TARIF11_LIBELLE,TARIF11_MIN,TARIF11_MAX,TARIF12_LIBELLE,TARIF12_MIN,TARIF12_MAX,TARIF13_LIBELLE,TARIF13_MIN,TARIF13_MAX,TARIF14_LIBELLE,TARIF14_MIN,TARIF14_MAX,TARIF15_LIBELLE,TARIF15_MIN,TARIF15_MAX,TARIF16_LIBELLE,TARIF16_MIN,TARIF16_MAX,TARIF17_LIBELLE,TARIF17_MIN,TARIF17_MAX,TARIF18_LIBELLE,TARIF18_MIN,TARIF18_MAX,TARIF19_LIBELLE,TARIF19_MIN,TARIF19_MAX,TARIF20_LIBELLE,TARIF20_MIN,TARIF20_MAX
FMACHA0080002133,Sortie nature  Les fruits et baies sauvages ,Fêtes et Manifestations,Nature et détente,Randonnée,,,Animaux,Fleurs Plantes,Plantes,,"5, rue de la Héronnière",,,8240,BOULT AUX BOIS,FRANCE,03 24 30 24 98,,,maisonnatureboult@gmail.com,,http://www.maison-nature-boult.eu,,49.41667,4.833831,,,,Sortie Nature  Les fruits et baies sauvages ,,de 14h à 17h,"Apprendre à reconnaître les fruits et baies sauvages de nos forêts et de nos haies : cenelles, nèfles, faines et autres cynorhodon. Différencier les comestibles et les toxiques. Prévoir une tenue adaptée au temps.Inscription obligatoire.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/bdf0a9ab-42b1-43d2-938d-e037c7a40673/bdf0a9ab-42b1-43d2-938d-e037c7a40673_134.jpg,,,,,,,,,,,,,22/10/16,22/10/16,,,,,,,,,Réservation Directe,,Maison de la Nature de Boult-aux-Bois ,,,maisonnatureboult@gmail.com,+33 (0)3 24 30 24 98,,,,,,,,,,,,,,français,,,,,Chèques,Chèques Vacances,Espèces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adulte,0.00,5.00,Enfant,0.00,3.00,Famille,0.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080004040,Sortie Nature  Observation de la grande faune sauvage ,Fêtes et Manifestations,Nature et détente,Randonnée,,,Animaux,,,,Parc de vision,,,8240,BELVAL BOIS DES DAMES,FRANCE,03 24 30 24 98,,,maisonnatureboult@gmail.com,,http://www.maison-nature-boult.eu,,49.48035,5.047968,,,,Sortie Nature  Observation de la grande faune sauvage ,,De 9h à 12h,Promenade dans l'enceinte du Parc de Belval en espérant surprendre cerfs et autres animaux... Sortie organisée et animée par La Maison de la Nature de Boult-aux-Bois au Parc de Vision. Prévoir une tenue adaptée au temps. Inscription obligatoire,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/b95db919-cc04-47a0-a326-1b869a5cf7da/grande+faune+sauvage.jpg,,,,,,,,,,,,,19/03/16,19/03/16,16/04/16,16/04/16,04/05/16,04/05/16,18/06/16,18/06/16,06/07/16,06/07/16,Réservation Directe,,Maison de la Nature de Boult-aux-Bois ,,,maisonnatureboult@gmail.com,+33 (0)3 24 30 24 98,,,,,,,,,,,,,,français,,,,,Chèques,Chèques Vacances,Espèces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarif,0.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080010100,Sortie Nature : A la découverte des orchidées et des papillons de l'ancienne voie ferrée,Fêtes et Manifestations,Animation locale,Randonnée,,,,,,,RDV devant la Mairie,,,8400,MANRE,FRANCE,03 24 30 06 20 ,,,secretariat@cen-champagne-ardenne.org,,http://www.cen-champagne-ardenne.org,,49.25587,4.65026,,,,Sortie Nature : A la découverte des orchidées et des papillons de l'ancienne voie ferrée,,à 14h,"Pas moins de 12 espèces dorchidées trouvent refuge sur les secteurs de pelouses et déboulis calcaires présents le long de cette ancienne voie ferrée : orchis moustique, orchis mouche, ophrys abeille et autres épipactis, autant de fleurs majestueuses aux couleurs et aux formes surprenantes que vous apprendrez à reconnaître et à repérer. Ce sera également loccasion de découvrir la multitude de papillons qui virevoltent sur ce site où la nature a repris ses droits.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/cf66ba45-82d2-4748-b455-e64d23facee0/ophrys+mouche%c2%a9j-b.+rougemont-cenca.jpg,,,,,,,,,,,,,05/06/16,05/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080001040,Sortie Nature Ğ Découverte des petites bêtes de la mare ğ,Fêtes et Manifestations,Nature et détente,Randonnée,,,Animaux,Fleurs Plantes,,,"5, rue de la Héronnière",Maison de la Nature,,8240,BOULT AUX BOIS,FRANCE,03 24 30 24 98,,,maisonnatureboult@gmail.com,,http://www.maison-nature-boult.eu,,49.42987,4.843616,,,,Sortie Nature Ğ Découverte des petites bêtes de la mare ğ,,de 14h à 17h,"Autour de quatre mares aménagées, prendre le temps de pêcher les petites bêtes qui peuplent ces zones humides, de les observer, de les déterminer, puis leur rendre leur liberté. Prévoir tenue adaptée au temps. Inscription obligatoire.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/506ae0dc-a8e8-4ef5-9185-b9dd1ff9dc05/506ae0dc-a8e8-4ef5-9185-b9dd1ff9dc05_134.jpg,,,,,,,,,,,,,06/04/16,06/04/16,16/04/16,16/04/16,07/05/16,07/05/16,06/07/16,06/07/16,13/07/16,13/07/16,Organisateur,,Maison de la Nature de Boult-aux-Bois ,,,maisonnatureboult@gmail.com,+33 (0)3 24 30 24 98,,,,,,,,,,,,,,français,,,,,Chèques,Chèques Vacances,Espèces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarif famille,0.00,12.00,Tarif adulte,0.00,5.00,Tarif enfant,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011747,"Sorties  Arts, Santé et Bien être ",Fêtes et Manifestations,Nature et détente,Divers,,,,,,,Rue Cécila Gazanière,Office de tourisme,,8430,LAUNOIS SUR VENCE,FRANCE,03 24 35 02 69,,,ot.cretes@orange.fr,,http://www.sud-ardennes-tourisme.com,,49.66434,4.527604,,,,"Sorties  Arts, Santé et Bien être ",,,"Pays des Crêtes Préardennaises, au Printemps, en Eté et à l'AutomneLes sorties  Arts, Santé et Bien être  de l'Office de Tourisme, en partenariat avec l'association Plantes et Savoirs en ArdennesDifférentes activités vous sont proposées tout au long de l'année. pour une journée ou 1/2 journée telles que un atelier cuisine et dégustation de plantes sauvages comestibles le 14 Mai, une sortie  Plantes Médicinales  les 28 Mai et 25 Juin, un atelier tressage de Blé du 1er au 12 Juillet ou encore une marche détente et santé ainsi qu'un atelier de confection d'un bâton de Marche le 21 Juillet.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/0087434b-80b9-4412-aeb3-325a94b442bb/1916_randonnee-foret-etangs-3188-laetis-credit-laetis_1008x672.jpg,,,,,,,,,,,,,14/05/16,14/05/16,28/05/16,28/05/16,25/06/16,25/06/16,01/07/16,12/07/16,21/07/16,21/07/16,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011356,Spectacle Celtic Legends,Fêtes et Manifestations,,,,,,,,,Boulevard de la 4e armée,,,8300,RETHEL,FRANCE,03 24 39 51 46,,,,,,,49.51503,4.383214,,,,Celtic Legends,,,"20h30 à l'Atmosphère.Celtic Legends revient pour une tournée française avec un spectacle inédit de musique et de danses traditionnelles irlandaises : une nouvelle troupe de 25 artistes avec danseurs, danseuses et musiciens vous font vers les landes sauvages du Connemara.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/e919cfd8-d989-43cd-b031-aea7551d4c58/celtic+legends.jpg,,,,,,,,,,,,,23/10/16,23/10/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080010466,Spectacle de danse,Fêtes et Manifestations,,Spectacle,,,,,,,Salle des fêtes,,,8150,RIMOGNE,FRANCE,,,,,,,,49.84076,4.540424,,,,Spectacle de danse Rythmogne,le 3 juin à 19h30,Spectacle annuel de danse de l'association.,,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/de994110-1a4d-4e35-9d26-d6a495bd146f/images+(3).jpg,,,,,,,,,,,,,03/06/16,03/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,Espèces,,,,,,,,,,Parking,Salle d'animation,,,,,,,,,,,,,,,,,,,Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enfant + 12ans,1.50,1.50,adulte,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011059,Spectacle de danse  La passion de l'âme ,Fêtes et Manifestations,Danse,Spectacle,,,,,,,,,,8300,SAULT LES RETHEL,FRANCE,06 82 93 20 73,06 74 90 64 71,,festi.arts@gmail.com,,http://festiarts.wifeo.com,,49.48751,4.362806,,,,Spectacle de danse  La passion de l'âme ,,,20h à la salle des fêtesGala de fin d'année de la section danse de l'association (environ 140 danseuses)Entrée : 8,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/18014d34-afa1-476b-acaf-75e174542283/danse-noir-et-balnc.png,,,,,,,,,,,,,04/06/16,04/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080007100,Spectacle de Julien Courbet,Fêtes et Manifestations,Manifestation Culturelle,Spectacle,,,Musique classique,,,,Boulevard de la 4e armée,,,8300,RETHEL,FRANCE,03 24 39 51 46,,,contact@villederethel.fr,,,,49.51503,4.383214,,,,Spectacle de Julien Courbet,,,"20h30 à l'Atmosphère. Tarif : 35. Tarif groupes : 32.Il n y a pas d'âge pour faire son Comic Out. Après 20 ans de politiquement correct, Julien Courbet déchire son costume de gendre idéal et se lâche sur scène.Tout y passe : la télé, 15 ans de mariage, la sexualité et tous ces petits travers de la vie de tous les jours qu'il tourne en dérision et en auto-dérision. Dépassez vos préjugés et faites une vraie découverte. Rires et délires assurés sans arnaque !",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/68e94394-aa44-4588-9d15-27d07c14e59d/scene-culturelle-rethel-l-atmosphere.gif,http://cnstlltn.com/master/19f696bb-609d-4833-bbd4-c755ef0f2bea/sans-titre.png,,,,,,,,,,,,21/05/16,21/05/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011878,Spectacle de Noël,Fêtes et Manifestations,Animation locale,Spectacle,,,,,,,,Salle des fêtes,,8430,BAALONS,FRANCE,03 24 32 82 92,03 24 35 66 57,,,,,,49.59423,4.669616,,,,Spectacle de Noël,,A partir de 14h,,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/8d157be8-10c7-4c91-8569-9ccca67fc2ef/march%c3%a9+de+no%c3%abl.jpg,,,,,,,,,,,,,04/12/16,04/12/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011787,Spectacle de Zumba,Fêtes et Manifestations,,,,,,,,,,,,8300,LUCQUY,FRANCE,,,,ot.cretes@orange.fr,,,,49.53859,4.480612,,,,Spectacle de Zumba,,,Venez assister au spectaclde Zumba de Lucquy à la grande salle.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/c01fbc90-e92f-47bb-893e-225353b2335f/zumba.jpg,,,,,,,,,,,,,02/07/16,02/07/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080010734,Spectacle son & lumière,Fêtes et Manifestations,,Spectacle,,Centenaire de la guerre 1914-1918,,,,,,,,8310,ST ETIENNE A ARNES,FRANCE,,,,06 23 25 18 58,,,,49.30698,4.512367,,,,Spectacle Son & Lumières ,Les Mains Tendues dans l'Orage ,rendez-vous à 21h,"St Etienne à Arnes, situé au sud des Ardennes, a connu en tant que village occupé à proximité du front de Champagne, son lot d'horreur pendant les années du conflit 1914-1918. Mais cette période, aussi terrible fut-elle, a généré un élan de fraternité et d'humanité qui a peut-être permis la réconciliation par dessus les tombes quelques années plus tard.C'est cette histoire que nous voulons vous faire vivre à travers 6 tableaux par le biais d'un spectacle audiovisuel qui se déroulera au centre du village.à partir de 18hLes collectionneurs du Malbrough vous propose une exposition  14-18 der des der  : uniformes, artisanat de tranchées, objets de soldats ..Petite restauration sur place Organisé par les Arnes Stéphanoises",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/a8634302-22ee-4cd7-8c3f-c97efa16e8fd/sans+titre+1.png,http://cnstlltn.com/master/e8890451-f5ae-4489-b867-ed2d3899454b/logo-label_centenaire.jpg,,,,,,,,,,,,23/04/16,23/04/16,30/04/16,30/04/16,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080009959,Spectacle Son et Lumière de la Cassine 2016,Fêtes et Manifestations,Son et Lumière,Spectacle,,,,,,,,,,8160,VENDRESSE,FRANCE,03 24 35 44 84,,,contact@la-cassine.com,,http://www.la-cassine.com,http://www.facebook.com/lacassine,49.60426,4.794331,,,,Spectacle Son & Lumière de La Cassine,SANS FAMILLE,L'association culturelle du Château de la Cassine présente un nouveau spectacle d'après l'oeuvre d'Hector MALOT.....SANS FAMILLE,"Spectacles Vendredi et Samedi soir !!! Replongez au coeur de l'extraordinaire histoire de Rémi, l'enfant  SANS FAMILLE  et de sa quête pour retrouver les siens. Des personnages inoubliables, magnifiques ou terrifiants. Un immense classique qui dépasse désormais les générations. Un spectacle fort en émotion... Une centaine de comédiens amateurs et de figurants enfilent leurs costumes pour vous plonger dans cette saga.Décors soignés, ambiance musicale de qualité, jeux de lumière et pyrotechnie... Spectacle à 22h30 - durée 2h00Tribune mobile et couverte. 1700 sièges avec dossier pour votre confortRéservation fortement conseillée Cliquez pour plus de détails",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/8cb1ee38-ff94-4225-8d19-1e79b4ad11f5/sans+famille+2016.jpg,,,,,,,,Accès handicapés,,,,,16/07/16,16/07/16,22/07/16,23/07/16,30/07/16,30/07/16,05/08/16,06/08/16,12/08/16,13/08/16,,,,,,,,,,,,,,,,,,,,,français,,,,,Carte de crédit,Chèques,Chèques Vacances,Espèces,,,,,,,Parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petite restauration à partir de 2,00 ",0.00,0.00,Repas enfant (-12 ans),0.00,7.00,Repas GOURMAND (seulement SAMEDI),0.00,15.00,Billetterie prévente - VENDREDI (hors coût de location et frais d'envoi),0.00,14.00,Repas VITALIS (seulement VENDREDI),0.00,14.00,Billetterie sur place - SAMEDI (dès 12 ans),0.00,17.00,Repas TERROIR (seulement SAMEDI),0.00,12.00,Repas LA TAVERNE,0.00,11.00,Billetterie prévente - SAMEDI (hors coût de location et frais d'envoi),0.00,14.00,Billetterie sur place - VENDREDI (dés 12 ans),0.00,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011902,Sur les traces de l'Equitour à pieds,Fêtes et Manifestations,Nature et détente,Randonnée,,,,,,,,,,8090,MONTCORNET,FRANCE,,,,,,,,49.83053,4.629327,,,,Sur les traces de l'Equitour,Randonnée à pieds avec le PNR,Veillée contée et musicale en soirée gratuite.,,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/7da06497-8e77-40e6-b934-9079a92e3c54/images+(5).jpg,,,,,,,,,,,,,04/06/16,04/06/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,Parking,,,,,,,,,,,,,,,,,,,,Visite gratuite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080010042,Tambours de Fête 2016 avec en final : Les Tambours du Bronx,Fêtes et Manifestations,Musique,Festival,,,"Pop musique (rock, pop, rap, ...)",,,,Place Ducale et concert final au FORUM,,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 58 24 41,,,,,http://www.amemusik.fr,,49.76208,4.726096,,,,Tambours de Fête 2016 avec en final : Les Tambours du Bronx,,le festival qui percute et qui tape ! à partir du 16 mai avec Graines de Percus - Final magistral avec les Tambours du Bronx le 28 mai,"Du samedi 16 au vendredi 28 mai : Créé en 1998 par les dirigeants de la troupe Ğ Tropic Carolo Combo ğ, le festival Tambours de Fête est un évènement incontournable dans le paysage culturel Carolo-Macérien. Dès la première édition, il a su, à travers son originalité et sa programmation, rencontrer un franc succès auprès du public. De nombreux artistes venus du monde entier sont venus se produire et présenter la percussion dans toutes ses formes. Repris en 2004 par lAME, le festival est passé dune rencontre triennale à un RDV annuel depuis 2013.Cette année : un concert de clôture qui promet d'être inoubliable dont les vibrations vont faire trembler les murs de la ville : les Tambours du Bronx au Forum - à partir de 20h30 - places disponibles au Vert Bock et à l'AME (yenaurapaspourtoutlemonde !)",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/c6929627-7113-4036-b612-056dbb146177/tambours+de+f%c3%aates+23+au+28+mai.jpg,http://cnstlltn.com/master/c22fa92d-64b2-499e-bec7-9961202f5678/tambours+de+f%c3%aate+28+mai+au+forum.jpg,,,,,,,,,,,,28/05/16,28/05/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080006817,Tantimoles à la Ferme Pédagogique de Liart,Fêtes et Manifestations,Animation locale,Jeune public,,,Animaux,,,,,,,8290,LIART,FRANCE,324544833,,,maison.thierache.08@wanadoo.fr,,http://www.fermepedagogiqueliart.fr,,49.76788,4.341488,,,,Tantimoles,Ferme pédagogique de Liart,Nouvelle activité pendant les vacances scolaires de la zone B,"Des oeufs, du lait, de la farine et du beurre...et voilà la pâte est prête... il ne reste plus quà cuire et déguster mais avant tout cela nous aurons découvert la basse-cour, la vache, la chèvre...Les animations se déroulent de 14h à 17h réservation obligatoire et possible jsqu'au  jour même 12h les enfants sont obligatoirement accompagnés d'un adulte, une collation comprise dans le prix sera offerte en fin d'animation avec tout le groupe.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/f3802717-0fce-4960-91f3-4ae22c9ca7b4/tantimole.png,http://cnstlltn.com/master/a3066967-74df-4a62-bd10-8ff64a8e6f37/ingredients+crepe.png,http://cnstlltn.com/master/bfeff700-f552-4418-b05b-24770185b932/enfants+et+vache.jpg,,,,,,Accès handicapés,,,,,20/10/16,20/10/16,27/10/16,27/10/16,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,Chèques bancaires et postaux,Espèces,,,,,,,,,Aire de pique-nique,Parking,Parking autocar,Salle d'animation,Sur une exploitation agricole,,,,,,,,,,,,,,,,Circuits touristiques,Commerce alimentaire,Médecin,Point argent,Visites groupes guidées,Visites pédagogiques,,,,,,,,,,,,,,,,,,,,Point d'eau potable,,,,,Y,,,,,,Adulte,7.50,7.50,enfant + 3 ans,4.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011475,Tarte au sucre à la ferme pédagogique de Liart,Fêtes et Manifestations,Animation locale,Jeune public,,,,,,,Place de la Mairie,,,8290,LIART,FRANCE,03 24 54 48 33,,,maison.thierache.08@wanadoo.fr,,,,49.76913,4.340077,,,,Tarte au sucre,,Animation à la ferme pédagogique de liart,de 14h à 17h,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/86b823d4-243b-40d4-a761-bde378040c9f/t%c3%a9l%c3%a9chargement+(2).jpg,,,,,,,,Accès handicapés,Handicap auditif,Handicap mental,Handicap moteur,Handicap visuel,13/04/16,13/04/16,08/07/16,08/07/16,22/07/16,22/07/16,12/08/16,12/08/16,19/08/16,19/08/16,,,,,,,,,,,,,,,,,,,,,français,,,,,Chèques bancaires et postaux,Espèces,,,,,,,,,Parking,Salle d'animation,Tables de pique-nique,,,,,,,,,,,,,,,,,,Commerce alimentaire,Commerces,Espace enfant,Médecin,Visites guidées,Visites groupes guidées,Visites pédagogiques,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,adulte,7.00,7.00,enfant,3.50,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMACHA0080011726,Téléthon,Fêtes et Manifestations,Autres Evènements ,Divers,,,,,,,Rue du Stade,,,8270,NOVION PORCIEN,FRANCE,03 24 38 70 80,,,,,,,49.59953,4.419648,,,,Téléthon,,De 8h à 18h,A la salle Socio-Educative.Programme à venir.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/42164fd9-5090-450e-a4c0-70a66b60f3ff/telethon.jpg,,,,,,,,,,,,,03/12/16,03/12/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
