"ID","TITRE","TYPE","SSTYPE","CATEGORIE","STYLE","EVENEMENT","THEME1","THEME2","THEME3","NB_PERSONNES_MAXI","NB_PERSONNES_MINI","RAISONSOCIALE","ADRESSE1","ADRESSE2","ADRESSE3","CODEPOSTAL","COMMUNE","PAYS","TEL1","TEL2","FAX","EMAIL1","EMAIL2","WEB1","WEB2","GPSX","GPSY","SIRET","APE","RCS","DESCRIPTIF_TITRE_FRANCAIS","DESCRIPTIF_SSTITRE_FRANCAIS","DESCRIPTIF_CHAPEAU_FRANCAIS","DESCRIPTIF_ARTICLE_FRANCAIS","DESCRIPTIF_TITRE_ANGLAIS","DESCRIPTIF_SSTITRE_ANGLAIS","DESCRIPTIF_CHAPEAU_ANGLAIS","DESCRIPTIF_ARTICLE_ANGLAIS","DESCRIPTIF_TITRE_ALLEMAND","DESCRIPTIF_SSTITRE_ALLEMAND","DESCRIPTIF_CHAPEAU_ALLEMAND","DESCRIPTIF_ARTICLE_ALLEMAND","DESCRIPTIF_TITRE_ESPAGNOL","DESCRIPTIF_SSTITRE_ESPAGNOL","DESCRIPTIF_CHAPEAU_ESPAGNOL","DESCRIPTIF_ARTICLE_ESPAGNOL","DESCRIPTIF_TITRE_ITALIEN","DESCRIPTIF_SSTITRE_ITALIEN","DESCRIPTIF_CHAPEAU_ITALIEN","DESCRIPTIF_ARTICLE_ITALIEN","PHOTO1","PHOTO2","PHOTO3","CLASSEMENT","LABEL1","LABEL2","LABEL3","ANIMAUX","HANDICAPE","TOURISME_HANDICAP1","TOURISME_HANDICAP2","TOURISME_HANDICAP3","TOURISME_HANDICAP4","DATEDU1","DATEAU1","DATEDU2","DATEAU2","DATEDU3","DATEAU3","DATEDU4","DATEAU4","DATEDU5","DATEAU5","CONTACT1TYPE","CONTACT1CIVI","CONTACT1NOM","CONTACT1PRENOM","CONTACT1FONCTION","CONTACT1EMAIL","CONTACT1TEL","CONTACT1FAX","CONTACT2TYPE","CONTACT2CIVI","CONTACT2NOM","CONTACT2PRENOM","CONTACT2FONCTION","CONTACT2EMAIL","CONTACT2TEL","CONTACT2FAX","CHAINE1","CHAINE2","CHAINE3","CHAINE4","LANGUE1","LANGUE2","LANGUE3","LANGUE4","LANGUE5","MODE_PAIEMENT1","MODE_PAIEMENT2","MODE_PAIEMENT3","MODE_PAIEMENT4","MODE_PAIEMENT5","MODE_PAIEMENT6","MODE_PAIEMENT7","MODE_PAIEMENT8","MODE_PAIEMENT9","MODE_PAIEMENT10","EQUIPEMENT1","EQUIPEMENT2","EQUIPEMENT3","EQUIPEMENT4","EQUIPEMENT5","EQUIPEMENT6","EQUIPEMENT7","EQUIPEMENT8","EQUIPEMENT9","EQUIPEMENT10","EQUIPEMENT11","EQUIPEMENT12","EQUIPEMENT13","EQUIPEMENT14","EQUIPEMENT15","EQUIPEMENT16","EQUIPEMENT17","EQUIPEMENT18","EQUIPEMENT19","EQUIPEMENT20","SERVICE1","SERVICE2","SERVICE3","SERVICE4","SERVICE5","SERVICE6","SERVICE7","SERVICE8","SERVICE9","SERVICE10","SERVICE11","SERVICE12","SERVICE13","SERVICE14","SERVICE15","SERVICE16","SERVICE17","SERVICE18","SERVICE19","SERVICE20","ACTIVITE1","ACTIVITE2","ACTIVITE3","ACTIVITE4","ACTIVITE5","CONFORT1","CONFORT2","CONFORT3","CONFORT4","CONFORT5","GROUPES_ACCEPTES","GROUPE_MAX","GROUPE_MIN","NBRE_SALLE_REUNION","NBRE_PERSONNES_SALLE","SUPERFICIE_SALLE","TARIF1_LIBELLE","TARIF1_MIN","TARIF1_MAX","TARIF2_LIBELLE","TARIF2_MIN","TARIF2_MAX","TARIF3_LIBELLE","TARIF3_MIN","TARIF3_MAX","TARIF4_LIBELLE","TARIF4_MIN","TARIF4_MAX","TARIF5_LIBELLE","TARIF5_MIN","TARIF5_MAX","TARIF6_LIBELLE","TARIF6_MIN","TARIF6_MAX","TARIF7_LIBELLE","TARIF7_MIN","TARIF7_MAX","TARIF8_LIBELLE","TARIF8_MIN","TARIF8_MAX","TARIF9_LIBELLE","TARIF9_MIN","TARIF9_MAX","TARIF10_LIBELLE","TARIF10_MIN","TARIF10_MAX","TARIF11_LIBELLE","TARIF11_MIN","TARIF11_MAX","TARIF12_LIBELLE","TARIF12_MIN","TARIF12_MAX","TARIF13_LIBELLE","TARIF13_MIN","TARIF13_MAX","TARIF14_LIBELLE","TARIF14_MIN","TARIF14_MAX","TARIF15_LIBELLE","TARIF15_MIN","TARIF15_MAX","TARIF16_LIBELLE","TARIF16_MIN","TARIF16_MAX","TARIF17_LIBELLE","TARIF17_MIN","TARIF17_MAX","TARIF18_LIBELLE","TARIF18_MIN","TARIF18_MAX","TARIF19_LIBELLE","TARIF19_MIN","TARIF19_MAX","TARIF20_LIBELLE","TARIF20_MIN","TARIF20_MAX"
"PNACHA0080000084","Lac de Sedan","Patrimoine naturel","Site naturel",,,,,,,,,,"Esplanade du lac",,,8200,"SEDAN","FRANCE","03 24 27 73 73",,,,,,,"49.69334","4.952645",,,,"Lac de Sedan",,"Ouvert toute l'annéeEntrée libre (sauf baignade du lac)","Situé au sud de la ville, le lac de Sedan vous offre un panel d'activités sportives et de loisirs à ne pas manquer :La Baignade du Lac : - Ouverture en saison estivale- Eau de qualité contrôlée- Surveillance par des maitre nageurs.- Espaces de jeux pour enfants - Espace verts - Farniente Parcours de santé : - Parcours balisé- 2 niveaux de difficulté :Familiale de 1,2 kmSportif de 2,5 km La pêche :- Autorisée mais réglementée - Renseignements auprès de la mairie / service des Sports au 03 24 27 73 35Sports aquatiques :- Canoë-kayak- Pédalos- Dragon Boat","Sedan Lake",,"Open all year.Free admission (lake bathing excepted).","Located to the south of the town, the Sedan Lake provides a wide choice of sporting and leisure activities.Lake bathing area:- Open throughout the summer season- Water quality constantly monitored- Supervised by life guards- Children's play areas - Adjacent garden area for relaxation Fitness trail:- Marked trail- 2 levels of difficultyFamily trail: 1.2 kmSporting trail: 2.5 km Fishing:- Permitted, but regulated - Full details from the town hall / Sports Dept - tel +33 (0)3 24 27 73 35Water sports:- Canoeing - kayak- Pedal boats- Dragon Boat",,,,,,,,,,,,,"http://cnstlltn.com/master/ef4da243-49c0-40f8-a00e-1297909444ba/jetez-vous-a-l-eau_large.jpg",,,,,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,"Jardin ombragé","Parking","Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Entrée Gratuite","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000055","l'Arbre Caraf(f)e","Patrimoine naturel","Site naturel",,,,,,,,,,,,,8190,"VILLERS DEVANT LE THOUR","FRANCE",,,,,,,,"49.5054","4.080694",,,,"l'Arbre Caraf(f)e",,,"L'arbre Caraf(f)e de Villers-devant-Le-Thour, situé à 134 mètres d'altitude, où un large panorama permet par temps clair d'apercevoir Laon vers l'ouest et Reims au sud ainsi que plus près le joli village de Sévigny-Waleppe.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/0f298af5-6208-42f8-a805-820ca7905a76/0f298af5-6208-42f8-a805-820ca7905a76_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000013","le Belvédère","Patrimoine naturel","Sites et monuments historiques",,,,,,,,,,,,,8300,"RETHEL","FRANCE",,,,,,,,"49.50856","4.366323",,,,"le Belvédère",,,"Vous pourrez gravir les 100 marches du belvédère. Cet observatoire métallique a été installé au sommet de la butte artificielle - 130 mètres - où se dressait jadis, la  Grosse Tour  du château - 10 mètres de haut et 15 mètres de diamètre - qui dominait la vallée de l'Aisne au XIe siècle. Cette vallée de l'Aisne se déroulera sous vos pieds. Vous pourrez observer, sur près de 10 kilomètres à la ronde, le paysage qui entoure la ville et repérer, grâce à la table d'orientation, les lieux monuments remarquables. Juste à côté se dressent les derniers pans du château de Mazarin : deux porches en briques et pierres de taille.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/c74b46ea-6c32-4af7-925c-0cac3589be58/c74b46ea-6c32-4af7-925c-0cac3589be58_134.jpg","http://cnstlltn.com/master/ce6c5fc0-d96f-478c-9d31-68cc297656ac/ce6c5fc0-d96f-478c-9d31-68cc297656ac_134.jpg","http://cnstlltn.com/master/a544be5b-b5f6-44e2-bfac-9ac0469aa505/a544be5b-b5f6-44e2-bfac-9ac0469aa505_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000113","Le Douaire","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8200,"LA CHAPELLE","FRANCE",,,,,,,,"49.74275","5.016599",,,,"Le Douaire","Le goulet de la Fange aux loups","Le Douaire se pratique par tous les temps ! En hiver, vous pouvez même louer des skis de fond au chalet daccueil à partir duquel de nombreuses balades sont possibles en plus de celle proposée ici.Ces randonnées peuvent se pratiquer à pied, à cheval ou en vélo.Accès Gratuit.","Stationner au centre de ski de fond de La Chapelle. Prendre le sentier qui mène au pont de la Bonne Fontaine. Retour par le chemin qui croise la route forestière du Douaire.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/cc80e179-0b4c-447d-95e9-84e295bc2ff5/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-123.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Parking","Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000114","Le Grand Hez","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8140,"POURU AUX BOIS","FRANCE",,,,,,,,"49.70633","5.091637",,,,"Le Grand Hez","Une forêt aux secrets bien gardés...","Coup de coeur pour cet itinéraire tout en surprise qui conduit au Grand Hez (Belgique). Vous aurez plaisir à découvrir ce lieu où le cours du temps semble sêtre arrêté, comme par magie...Ces randonnées peuvent se pratiquer à pied, à cheval ou en vélo.Accès Gratuit.","Stationner dans le village de Pouru-aux-Bois. Emprunter la route forestière du Mortehan (La Goutelle). Tourner à droite vers le grand Hez (Belgique) et retour par le Chauffour-Bertin : le chemin qui passe par le lieu dit Ğ la Croue ğ.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/8c90d00b-b51c-4e6a-a485-be4633fab07b/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-011.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000115","Le Lac des Dix Frères","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,"Aire du Bouillonnais",8200,"ILLY","FRANCE",,,,,,,,"49.73569","4.961304",,,,"Le Lac des Dix Frères","En pleine forêt","Une immersion en plein coeur de la forêt de Sedan pour découvrir les origines de lArdenne, comprendre le passé industriel ou encore lâcher prise au contact de la nature, la vraie !Ces randonnées peuvent se pratiquer à pied, à cheval ou en vélo.Accès Gratuit.","Stationner à proximité du Lac des 10 frères. Emprunter le chemin qui conduit à ce lac puis poursuivre vers le pont de la Belle Église. Prendre ensuite le chemin qui coupe la route forestière du Douaire jusquà proximité de La Chapelle. Retour par le Bannet, Olly, la Hatrelle puis la Voie de la Verrerie.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/86fb3e56-84e4-48ff-b3d6-3729d130f042/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-061.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Parking","Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000116","Le Lac des Fraîchis","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8200,"GIVONNE","FRANCE",,,,,,,,"49.71972","4.987588",,,,"Le Lac des Fraîchis","Au fil de la vallée du textile","Une balade forestière et ombragée au cours de laquelle de nombreux indices de lâge dor industriel du secteur viennent éclairer notre compréhension de la filière textile sedanaise.Ces randonnées peuvent se pratiquer à pied, à cheval ou en vélo.Accès Gratuit.","Prendre le sentier qui rejoint Olly. Poursuivre vers le gué de la Bonne Fontaine toujours en longeant la vallée de la Givonne. Retour par le lac des Fraîchis puis en piquant à travers le bois de Woaygnie.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/1756d021-55a1-4952-bb7a-fa753427b583/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-104.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Aire de jeux","Aire de pique-nique","Parking","Sentiers balisés","Tables de pique-nique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000058","Le mont malgré tout et ses points de vue","Patrimoine naturel","Site naturel",,,,,,,,,,"Route du Mont Malgré Tout",," ",8500,"REVIN","FRANCE",,,,,,,,"49.94672","4.684333",,,,"Le mont malgré tout et ses points de vue Revin-Ardenne-France",,"Le Mont Malgré Tout, d'une altitude de 450 m, séduisit George Sand qui en fit le cadre d'un roman :   Le Malgré tout .","Sur les hauteurs de Revin, le dénommé Meurquin, possédait un herbage et quelques bons lapins. Il aimait cet endroit, si bien qu'un jour l'idée lui vint de s''y installer avec sa maisonnée. Respectueux du droit, il alla informer et soumettre sa requête aux notabilités, qui rendant un verdict à lui briser le cur, lui dirent vertement d'aller bâtir ailleurs ! Il jura d'y construire envers et contre tout, maugréant sans arrêt :  ... Y bâtir Malgré-Tout . Il parvint à gagner le concours d'amis sûrs; la maison fut bâtie du jour au lendemain et sans l'aide de Dieu, le pari fut gagné. La ville après cela, fut en révolution, tout le conseil du bourg fut pris de convulsions... A partir de ce jour, tous les gens de Revin honorant comme il faut l'exploit du dit Meurquin, baptisèrent ce lieu encore hanté des loups du nom qui lui convient : celui de Malgré Tout. Celui-ci conserve aussi le souvenir du massacre des Maquisards sur le plateau des Manises. De nombreux points de vue existent à Revin. Cependant, les principaux se trouvent sur le Mont Malgré Tout : le Point de Vue de la Faligeotte le Point de Vue au Monument du Maquis le Point de Vue du Rocher des Minches.","The  Mont Malgré tout  and his point of views Revin, Ardennes France",,"The  Mont malgré tout  is at an altitude of 450 m.This mount charmed George Sand, and he decided to write a novel:  Le Malgré tout .","Plenty of viewpoints are in Revin. However, the mains are located on the  Mont Malgré tout : Point of View of the  Faligeotte , Point of View of the  Monument du Maquis , Point of View of the   Rocher des Minches .",,,,,,,,,,,,,"http://cnstlltn.com/master/d2006a75-9c82-4a47-8007-cbc328835889/d2006a75-9c82-4a47-8007-cbc328835889_134.jpg","http://cnstlltn.com/master/d52694fe-8006-4454-88cc-360d49c73523/d52694fe-8006-4454-88cc-360d49c73523_134.jpg",,"Forets",,,,"Animaux acceptés",,,,,,,,,,,,,,,,"Autres",,,,,"info@valdardennetourisme.com","03 24 42 92 42",,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,"Parking","Parking autocar","Parking privé","Tables de pique-nique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000047","Le Moulin de la Pille","Patrimoine naturel","Site naturel",,,,,,,,,,,,,8500,"ANCHAMPS","FRANCE",,,,,,,,"49.93093","4.675371",,,,"Le moulin de la pille - Anchamps-Ardenne-France",,"Appelé autrefois le Moulin de la Pie.","D'après la tradition, les brigands se postaient à cet endroit pour aborder les bateaux... pour les voler.","Le Moulin de la Pille - Anchamps-Ardenne, France",,"Formerly known as the  Moulin de la Pie .","According to tradition, the brigands were situated here in order to reach the boats and to steal from them.",,,,,,,,,,,,,"http://cnstlltn.com/master/25e4a5ba-a0a9-4cbd-b048-6fdc0ddff9d7/25e4a5ba-a0a9-4cbd-b048-6fdc0ddff9d7_134.jpg",,,"Forets",,,,"Animaux acceptés",,,,,,,,,,,,,,,,"Autres",,,,,"info@valdardennetourisme.com","03 24 42 92 42",,,,,,,,,,,,,,"français",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000117","Le Moulin du Gigue","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8330,"VRIGNE AUX BOIS","FRANCE",,,,,,,,"49.73702","4.857817",,,,"Le Moulin du Gigue","Ğ Un petit tour en Belgique ğ","Au départ dune des cités sidérurgiques du XIXe siècle, laissez-vous transporter par lhistoire et découvrez un sentier qui mène aux confins de la Belgique.Ces randonnées peuvent se pratiquer à pied, à cheval ou en vélo.Accès Gratuit.","Départ de Vrigne-aux-Bois. Gagner Bosséval et Briancourt. De là, suivre le sentier qui mène en Belgique. Hors balisage (Belgique) rejoindre le Moulin du Gigue puis poursuivre par le Terme de la Borne retour par le chemin des Trainées puis les Manises.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/4006d349-bfa8-4187-9f10-b3e8635a55d4/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-036.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000118","Le Plateau d'Illy","Patrimoine naturel","Bois et forêts",,,,,,,,,,"Rue des Braves Gens",,,8200,"FLOING","FRANCE",,,,,,,,"49.71869","4.930703",,,,"Le Plateau d'Illy","Entre forêt, vallons et cultures","Au coeur de lArdenne Sedanaise et de son histoire, le plateau dIlly et ses alentours se prêtent merveilleusement bien à une promenade tout autant forestière que champêtre.Ces randonnées peuvent se pratiquer à pied, à cheval ou en vélo.Accès Gratuit.","Stationner au Mémorial des chasseurs dAfrique (Floing). Commencer en direction de la Croix Margueritte. Continuer sur le chemin de Berrilly vers La Hatrelle. Retour par Olly, Illy puis le GR14.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/39830356-646c-4548-ae4a-0547e328dccf/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-070.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000119","Les Bois d'Assimonts","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8200,"ST MENGES","FRANCE",,,,,,,,"49.73811","4.925995",,,,"Les Bois d'Assimonts","Lancienne voie romaine","Sur les pas des romains, partez à la découverte dune terre riche et variée, abreuvée par la Claire, qui dessine des vallons au coeur des bois et bosquets qui accompagnent le parcours.Ces randonnées peuvent se pratiquer à pied, à cheval ou en vélo.Accès Gratuit.","Départ de Saint Menges. Emprunter la Ğ voie de Sugny ğ jusquau Pré Pierret puis le chemin des Trainées qui mène à la ferme de la Claire. Retour par les Rouges Terres.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/3b44bb77-5188-416c-8bc0-22bf80169b14/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-029.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000062","LES DAMES DE MEUSE","Patrimoine naturel",,,,,,,,,0,,,," ",8800,"LAIFOUR","FRANCE",,,,,,,,"49.912873","4.692303",,,,"LES DAMES DE MEUSE",,,"Le site légendaire d'une des plus célèbres légendes des Ardennes. Le site des Dames de Meuse inspira de nombreux artistes par ses paysages merveilleux. George Sand, Théophile Gauthier ou encore Michelet, dans leurs descriptions, ont tous été impressionnés par la sombre forêt qui couvre la majorité du site. Selon la légende, ce site est le témoignage grandiose de l'adultère puni des Dames de Meuse. Les anciens nous racontent comment les trois fils du Seigneur de Hierges, après avoir épousé Berthe, Hodierne et Ige, les trois filles du Seigneur de Rethel, partirent pour la croisade, laissant leurs épouses qui furent infidèles, et comment Dieu, pour les punir de n'avoir pas su loyalement garder le pacte conjugal, les changea en trois énormes rochers à l'heure précise où Jérusalem était prise d'assault. Ce site appartient à l'unité la plus ancienne du massif ardennais dans laquelle la Meuse a creusé une vallée profonde, et constitue une zone particulièrement remarquable sur le plan végétal.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/f802c58a-8e7c-4459-b433-77a168341967/1287000439_2.jpg",,,,,,,,,,,,,,,,,,,,,,,"Autres",,"LAMBINET","Henri",,"mairie-de-laifour@wanadoo.fr","03.24.32.63.84",,"Direction",,"LAMBINET","Henri",,"mairie-de-laifour@wanadoo.fr","03.24.32.63.84","03.24.32.10.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNACHA0080000120","Les Douze-Cent","Patrimoine naturel","Bois et forêts",,,,,,,,,,,,,8140,"FRANCHEVAL","FRANCE",,,,,,,,"49.70111","5.04888",,,,"Les Douze-Cent","Nature aux mille merveilles !","Les indices géologiques de la formation de lArdenne jalonnent cette promenade. Affleurements rocheux et anciennes carrières sont les témoins directs de ce phénomène naturel.Ces randonnées peuvent se pratiquer à pied, à cheval ou en vélo.Accès Gratuit.","Stationner à Francheval. Prendre la route forestière de Louis-Val. Passer le pont de Louis-Val puis suivre la route forestière des Douze-Cent. Retour par la Crayonnerie, les Prés de Villers puis le chemin qui domine la Ğ côte de Sedan ğ.Pour bien préparer votre balade, pensez à télécharger la fiche dans l'espace téléchargement à droite.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/c4e2e27a-0484-4939-a1b7-61184e223062/forets-nature-patrimoine_pays-sedanais-%c2%a9c.lecomte-096.jpg",,,,,,,,,,,,,,,,,,,,,,,"Information",,"Service Accueil",,,"contact@tourisme-sedan.fr ","03 24 27 73 73",,"Autres",,"Service Accueil",,,"contact@tourisme-sedan.fr","03 24 27 73 73",,,,,,"français",,,,,,,,,,,,,,,"Sentiers balisés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
