"ID","TITRE","TYPE","SSTYPE","CATEGORIE","STYLE","EVENEMENT","THEME1","THEME2","THEME3","NB_SALLE_RESTAURANT","NB_SALLE_CLIMATISEE","NB_COUVERT_MAX","NB_COUVERT_TERRASSE","RAISONSOCIALE","ADRESSE1","ADRESSE2","ADRESSE3","CODEPOSTAL","COMMUNE","PAYS","TEL1","TEL2","FAX","EMAIL1","EMAIL2","WEB1","WEB2","GPSX","GPSY","SIRET","APE","RCS","DESCRIPTIF_TITRE_FRANCAIS","DESCRIPTIF_SSTITRE_FRANCAIS","DESCRIPTIF_CHAPEAU_FRANCAIS","DESCRIPTIF_ARTICLE_FRANCAIS","DESCRIPTIF_TITRE_ANGLAIS","DESCRIPTIF_SSTITRE_ANGLAIS","DESCRIPTIF_CHAPEAU_ANGLAIS","DESCRIPTIF_ARTICLE_ANGLAIS","DESCRIPTIF_TITRE_ALLEMAND","DESCRIPTIF_SSTITRE_ALLEMAND","DESCRIPTIF_CHAPEAU_ALLEMAND","DESCRIPTIF_ARTICLE_ALLEMAND","DESCRIPTIF_TITRE_ESPAGNOL","DESCRIPTIF_SSTITRE_ESPAGNOL","DESCRIPTIF_CHAPEAU_ESPAGNOL","DESCRIPTIF_ARTICLE_ESPAGNOL","DESCRIPTIF_TITRE_ITALIEN","DESCRIPTIF_SSTITRE_ITALIEN","DESCRIPTIF_CHAPEAU_ITALIEN","DESCRIPTIF_ARTICLE_ITALIEN","PHOTO1","PHOTO2","PHOTO3","CLASSEMENT","LABEL1","LABEL2","LABEL3","ANIMAUX","HANDICAPE","TOURISME_HANDICAP1","TOURISME_HANDICAP2","TOURISME_HANDICAP3","TOURISME_HANDICAP4","DATEDU1","DATEAU1","DATEDU2","DATEAU2","DATEDU3","DATEAU3","DATEDU4","DATEAU4","DATEDU5","DATEAU5","CONTACT1TYPE","CONTACT1CIVI","CONTACT1NOM","CONTACT1PRENOM","CONTACT1FONCTION","CONTACT1EMAIL","CONTACT1TEL","CONTACT1FAX","CONTACT2TYPE","CONTACT2CIVI","CONTACT2NOM","CONTACT2PRENOM","CONTACT2FONCTION","CONTACT2EMAIL","CONTACT2TEL","CONTACT2FAX","CHAINE1","CHAINE2","CHAINE3","CHAINE4","LANGUE1","LANGUE2","LANGUE3","LANGUE4","LANGUE5","MODE_PAIEMENT1","MODE_PAIEMENT2","MODE_PAIEMENT3","MODE_PAIEMENT4","MODE_PAIEMENT5","MODE_PAIEMENT6","MODE_PAIEMENT7","MODE_PAIEMENT8","MODE_PAIEMENT9","MODE_PAIEMENT10","EQUIPEMENT1","EQUIPEMENT2","EQUIPEMENT3","EQUIPEMENT4","EQUIPEMENT5","EQUIPEMENT6","EQUIPEMENT7","EQUIPEMENT8","EQUIPEMENT9","EQUIPEMENT10","EQUIPEMENT11","EQUIPEMENT12","EQUIPEMENT13","EQUIPEMENT14","EQUIPEMENT15","EQUIPEMENT16","EQUIPEMENT17","EQUIPEMENT18","EQUIPEMENT19","EQUIPEMENT20","SERVICE1","SERVICE2","SERVICE3","SERVICE4","SERVICE5","SERVICE6","SERVICE7","SERVICE8","SERVICE9","SERVICE10","SERVICE11","SERVICE12","SERVICE13","SERVICE14","SERVICE15","SERVICE16","SERVICE17","SERVICE18","SERVICE19","SERVICE20","ACTIVITE1","ACTIVITE2","ACTIVITE3","ACTIVITE4","ACTIVITE5","CONFORT1","CONFORT2","CONFORT3","CONFORT4","CONFORT5","GROUPES_ACCEPTES","GROUPE_MAX","GROUPE_MIN","NBRE_SALLE_REUNION","NBRE_PERSONNES_SALLE","SUPERFICIE_SALLE","TARIF1_LIBELLE","TARIF1_MIN","TARIF1_MAX","TARIF2_LIBELLE","TARIF2_MIN","TARIF2_MAX","TARIF3_LIBELLE","TARIF3_MIN","TARIF3_MAX","TARIF4_LIBELLE","TARIF4_MIN","TARIF4_MAX","TARIF5_LIBELLE","TARIF5_MIN","TARIF5_MAX","TARIF6_LIBELLE","TARIF6_MIN","TARIF6_MAX","TARIF7_LIBELLE","TARIF7_MIN","TARIF7_MAX","TARIF8_LIBELLE","TARIF8_MIN","TARIF8_MAX","TARIF9_LIBELLE","TARIF9_MIN","TARIF9_MAX","TARIF10_LIBELLE","TARIF10_MIN","TARIF10_MAX","TARIF11_LIBELLE","TARIF11_MIN","TARIF11_MAX","TARIF12_LIBELLE","TARIF12_MIN","TARIF12_MAX","TARIF13_LIBELLE","TARIF13_MIN","TARIF13_MAX","TARIF14_LIBELLE","TARIF14_MIN","TARIF14_MAX","TARIF15_LIBELLE","TARIF15_MIN","TARIF15_MAX","TARIF16_LIBELLE","TARIF16_MIN","TARIF16_MAX","TARIF17_LIBELLE","TARIF17_MIN","TARIF17_MAX","TARIF18_LIBELLE","TARIF18_MIN","TARIF18_MAX","TARIF19_LIBELLE","TARIF19_MIN","TARIF19_MAX","TARIF20_LIBELLE","TARIF20_MIN","TARIF20_MAX"
"RESCHA0080000227","Restaurant  Ma campagne ","Restauration","Restaurant","Cuisine traditionnelle",,,"Cuisine traditionnelle",,,,,40,30,,"1, rue des sabotiers",,,8200,"GIVONNE","FRANCE","03 24 33 61 09",,,"ma_campagne08@yahoo.fr",,,,"49.71972","4.987588",,,,"Restaurant  Ma campagne ",,,,"Restaurant  Ma campagne ",,,,,,,,,,,,,,,,"http://cnstlltn.com/master/c25f8443-be62-4e42-ac55-88e3eb387223/c25f8443-be62-4e42-ac55-88e3eb387223_134.jpg","http://cnstlltn.com/master/45c71f29-6247-4164-b655-702ab40fa4bb/restaurant-ma_campagne-givonne-%c2%a9ma_campagne-001.jpg","http://cnstlltn.com/master/0c73d4c0-fcc1-4293-87f4-281859a5b98c/restaurant-ma_campagne-givonne-%c2%a9ma_campagne-002.jpg",,,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,"Propriétaire",,"PONCET","Céline",,"ma_campagne08@yahoo.fr","03 24 33 61 09",,"Réservation Directe",,"PONCET","Céline",,"ma_campagne08@yahoo.fr","03 24 33 61 09",,,,,,"français","anglais",,,,"Carte de crédit","Chèques","Chèques bancaires et postaux","Chèques Vacances","Espèces","Eurocard - Mastercard","Tickets-restaurant","Visa","Carte bancaire","Cartes de paiement","Parking","Terrasse",,,,,,,,,,,,,,,,,,,"Banquet","Bar / buvette","Cyber espace / bornes accès Internet","Documentation Touristique","Espace jeux","Salon de thé","Séminaire","Traiteur","Vente à emporter",,,,,,,,,,,,,,,,,"Chaise bébé","Parc et jardin","Vue sur rivière ou étang","Wifi",,"Y",50,10,,,,"Menu enfant","6.90","6.90","A la carte","9.00","13.00","Plat du jour","8.00","8.00","Menu du jour","11.50","13.00","Menu adulte","15.00","30.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000154","Restaurant  Pizz'Alex ","Restauration","Restaurant","Pizzeria",,,"Cuisine italienne",,,,,21,16,,"1, Avenue Jean Jaurès",," ",8330,"VRIGNE AUX BOIS","FRANCE","03 24 53 24 15",,,"alexandre.paulus003@orange.fr",,,,"49.73718","4.854128",48229938,"553B",,"Pizz'Alex",,"Fermeture 3 semaines en août.","Tout le personnel vous accueille dans un cadre chaleureux et familiale, dans un établissement refait à neuf avec terrasse neuve et chauffée.La direction a une devise  Qualité et quantité à prix raisonnable !!! .","Restaurant  Pizz'Alex ",,"Closed for 3 weeks in August.","All our staff look forward to welcoming you to our warm, family pizzeria, recently renovated with a new, heated terrace.Our motto is  Quality and quantity combined, at a fair price! .",,,,,,,,,,,,,"http://cnstlltn.com/master/6e863099-2d4d-4ee0-881c-08b9a3ff1237/restaurant-pizz%27alex-vrigne_aux_bois-%c2%a9dr-001.jpg",,,"Non Classé",,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,"Propriétaire",,"PAULUS","Alexandre",,"alexandre.paulus003@orange.fr","03 24 53 24 15 ",,"Réservation Directe",,"PAULUS","Alexandre",,"alexandre.paulus003@orange.fr","03 24 53 24 15 ",,,,,,"français",,,,,"American Express","Chèques","Chèques bancaires et postaux","Espèces","Tickets-restaurant","Carte bancaire","Chèques déjeuners","Chèques restaurant",,,"Parking","Terrasse",,,,,,,,,,,,,,,,,,,"Cyber espace / bornes accès Internet",,,,,,,,,,,,,,,,,,,,,,,,,"Climatisation","Wifi",,,,"Y",35,10,,,,"Menu enfant","7.50","7.50","A la carte","6.50","0.00","Menu adulte","6.50","12.50","Plat du jour","0.00","0.00","Menu du jour","0.00","12.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000064","Restaurant  Royal Hong Kong ","Restauration","Restaurant","Restaurant spécialisé",,,"Cuisine asiatique",,,,,50,0,,"56, Avenue de la Marne",,,8200,"SEDAN","FRANCE","03 24 42 31 63",,,,,,,"49.6973","4.919098",4833487,"553A",,"Royal Hong Kong",,"Fermé le lundi.",,"Restaurant  Royal Hong Kong ",,"Closed on Mondays",,,,,,,,,,,,,,"http://cnstlltn.com/master/23632e53-8942-414d-aa38-19c9a1455edd/23632e53-8942-414d-aa38-19c9a1455edd_134.jpg","http://cnstlltn.com/master/b21e9b89-1645-445f-9c27-c5259e165c3f/restaurant-le_royal_hong_kong-sedan-%c2%a9le.royal.hong.kong-002.jpg",,"Non Classé",,,,"Animaux acceptés","Accès handicapés",,,,,,,,,,,,,,,"Propriétaire",,"Royal Hong Kong ",,,,,,"Réservation Directe",,"Royal Hong Kong ",,,,,,,,,,"anglais","français",,,,"Chèques","Chèques bancaires et postaux","Espèces","Tickets-restaurant","Carte bancaire","Chèques déjeuners","Chèques restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Climatisation",,,,,"Y",50,,,,,"Plat du jour","0.00","0.00","Menu enfant","0.00","0.00","A la carte","0.00","0.00","Menu du jour","0.00","0.00","Menu adulte","10.00","25.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000278","Restaurant  Vien Nam ","Restauration","Restaurant","Restaurant spécialisé",,,"Cuisine asiatique",,,,,85,50,,"2, rue Renan",," ",8200,"SEDAN","FRANCE","03 24 29 05 18",,"03 24 29 05 18","restaurant-viennam@wanadoo.fr",,,,"49.70284","4.941616",337562473,"553a",,"Vien Nam",,"Restaurant fermé le dimanche soir et lundi.Fermeture deux semaines en août.",,"Restaurant  Vien Nam ",,"Closed on Sunday evenings and Mondays. Closed for 2 weeks in August.",,,,,,,,,,,,,,,,,"Non Classé",,,,,"Accès handicapés",,,,,,,,,,,,,,,"Propriétaire",,"HO-THANH","Son",,"restaurant-viennam@wanadoo.fr","03.24.29.05.18.","03.24.29.05.18.","Réservation Directe",,"HO-THANH","Son",,"restaurant-viennam@wanadoo.fr","03.24.29.05.18.","03.24.29.05.18.",,,,,"anglais","français","chinois",,,"Chèques","Espèces","Tickets-restaurant","Visa","Carte bancaire",,,,,,,,,,,,,,,,,,,,,,,,,,"Banquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",80,10,,,,"A la carte","7.00","0.00","Plat du jour","0.00","0.00","Menu du jour","0.00","0.00","Menu adulte","0.00","25.00","Menu enfant","0.00","0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000040","Restaurant à Renwez (Les Voyageurs)","Restauration","Restaurant","Cuisine traditionnelle",,,"Cuisine traditionnelle",,,2,0,82,,,"11, rue des Martyrs de la Résistance",," ",8150,"RENWEZ","FRANCE",,,,,,,,"49.83769","4.603178",,,,"Restaurant et boucherie ex les Voyageurs","Changement de propriétaire","Ouverture prochainement, boucherie en rez de chaussée et restaurant à l'étage.","Situer sur la place de Renwez au centre de la ville prés de la Halle, changement de propriétaire,",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/be641835-6f0e-4e15-9bf2-204a80d5ea72/be641835-6f0e-4e15-9bf2-204a80d5ea72_134.jpg","http://cnstlltn.com/master/8c8890d5-9018-454d-b9bd-78e25914b675/8c8890d5-9018-454d-b9bd-78e25914b675_134.jpg","http://cnstlltn.com/master/51033d94-bc1a-4d07-8c6c-ff32a8e7a392/51033d94-bc1a-4d07-8c6c-ff32a8e7a392_134.jpg","Non Classé",,,,,"Accès handicapés",,,,,,,,,,,,,,,"Propriétaire",,"Piette",,,,,,,,,,,,,,,,,,,,,,,"Chèques","Espèces",,,,,,,,,"Ascenseur","Parking","Parking autocar","Terrasse",,,,,,,,,,,,,,,,,"Banquet","Documentation Touristique","Traiteur",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",70,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000089","Restaurant au Repos du Lièvre","Restauration","Restaurant","Cuisine de terroir",,,,,,0,0,0,,,"La Cense Gobron - RD877",," ",8260,"MAUBERT FONTAINE","FRANCE","03 24 35 21 65","06 07 52 28 97",,,,,,"49.90829","4.456844",,,,"Le Repos de Lièvre","Restaurant entre Maubert Fontaine et Rocroi",,"Restaurant au milieu du bois traversé par la départementale, ici vous pourrez vous restaurer avec une cuisine traditionnelle, dans un cadre agréable décoré avec goût sur le thème du restaurant le Lièvre. Il est présent dans la salle jusquà votre table. La terrasse entièrement fermée vous permet par temps ensoleillé de profiter de la nature et vos enfants pourront jouer à l'air de jeux.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/1830e7d4-1227-4a82-9ba7-1656195ef53c/1830e7d4-1227-4a82-9ba7-1656195ef53c_134.jpg","http://cnstlltn.com/master/cc37e824-09be-4ea0-a83d-9041e6ed2db5/cc37e824-09be-4ea0-a83d-9041e6ed2db5_134.jpg","http://cnstlltn.com/master/d4726911-0685-49d3-9d8c-d350798582a4/d4726911-0685-49d3-9d8c-d350798582a4_134.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chèques","Chèques bancaires et postaux","Espèces","Tickets-restaurant",,,,,,,"Parking","Parking autocar","Terrasse",,,,,,,,,,,,,,,,,,"Bar / buvette","Espace jeux",,,,,,,,,,,,,,,,,,,,,,,,"Parc et jardin",,,,,"Y",,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000052","Restaurant Au tout va bien","Restauration","Restaurant","Cuisine traditionnelle",,,"Cuisine européenne","Cuisine traditionnelle",,0,0,70,,,"33 av. Arches",," ",8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 57 31 29",,"03 24 37 19 40","autoutvabien@orange.fr",,,,"49.76318","4.719231",,,,"Restaurant Au tout va bien",,"Restaurant cuisine traditionnelle - déjeuner : ouvert du mardi au dimanche de 12h00 à 14h00 - soir : ouvert du mercredi au samedi de 19h30 à 21h30","Une carte sympathique de cuisine traditionnelle pour un bon rapport qualité/prix. Restaurant bien situé à proximité du patrimoine historique de Mézières : la basilique Notre Dame d'Espérance et ses magnifiques vitraux, la Préfecture des Ardennes... au milieu du quartier dit  Art Déco  de Mézières et les jolis mascarons de pierre sculptée. Levez la tête au dessus du restaurant et vous y verrez un fronton chargé de symboles animaliers très énigmatiques...  Très bon accueil et très bon service, les plats étaient fins et savoureux. Les menus sont d'un bon rapport qualité prix. Le restaurant est simple et calme. A faire sans hésiter!  (avis sur le net)",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/8f2fc5f1-377a-435f-a260-49e909e866f6/restaurant+tout+va+bien.jpg","http://cnstlltn.com/master/c14be76e-ecd6-4ae6-8621-243db11cdf54/dessert+tout+va+bien.jpg","http://cnstlltn.com/master/f880034a-d281-4562-9a4c-628a78105abc/vitrine+tout+va+bien.jpg","Restaurant de tourisme",,,,,,,,,,2014-04-08,2018-09-30,,,,,,,,,"Gérance",,"FETROT","Elodie",,,,,,,,,,,,,,,,,"anglais",,,,,"Carte de crédit","Chèques","Eurocard - Mastercard","Tickets-restaurant","Visa","Carte bancaire","Chèques déjeuners","Chèques restaurant",,,"Terrasse",,,,,,,,,,,,,,,,,,,,"Banquet",,,,,,,,,,,,,,,,,,,,,,,,,"Chaise bébé","Climatisation",,,,"Y",,,,,,"Menu (entrée + plat + dessert)","16.00","20.00","Plat du jour ","9.00","26.00","Dessert","4.50","8.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000002","Restaurant Auberge de la Tour","Restauration","Restaurant","Restaurant gastronomique",,,"Cuisine gastronomique","Cuisine traditionnelle","Poisson",1,1,40,40,,"6 quai des Fours",," ",8600,"GIVET","FRANCE","03 24 40 41 71",,"03 24 56 90 78","info@aubergedelatour.fr",,"http://www.aubergedelatour.fr",,"50.13507","4.822595",,,,"Auberge de la Tour",,"Le restaurant est adhérent au cercle des restaurateurs d'Ardennes : (www.restaurateursdardennes.fr)","En bord de Meuse, dans un cadre élégant, ce restaurant vous propose des mets raffinés qui vous feront frémir de plaisir. Une carte y est proposée en fonction des produits saisonniers.",,,,"At the waters edge, stylish restaurant where you will taste refined dishes. There, you will be overjoyed by the à la carte menus suggested according to the seasonal products.",,,,,,,,,,,,,"http://cnstlltn.com/master/90f2cafd-4d07-4a80-b964-67721852e908/auberge+(12).jpg","http://cnstlltn.com/master/ddfa5833-33ac-43d9-aafb-ed9a1ebbd9dc/filtre+(3).jpg","http://cnstlltn.com/master/1e2db1c3-4cd9-4045-87cf-eaa0242b8079/thi_9451.jpg","Restaurant de tourisme","Eurotoques","Restaurateurs de France","Table gastronomique","Animaux acceptés","Accès handicapés",,,,,2015-10-27,2015-12-20,2016-01-04,2016-12-18,,,,,,,"Direction",,"RICAIL","Julien",,"info@aubergedelatour.fr","03 24 40 41 71",,,,,,,,,,,,,,"français","anglais","néerlandais",,,"American Express","Carte de crédit","Chèques","Chèques bancaires et postaux","Chèques de voyage","Chèques Vacances","Espèces","Eurocard - Mastercard","Tickets-restaurant","Visa",,,,,,,,,,,,,,,,,,,,,"Banquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",50,,2,64,0,"Menu adulte (à partir de)","19.00","42.00","Menu du jour","19.00","19.00","Menu enfant","13.50","13.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000211","Restaurant Auberge de la Voûte","Restauration","Auberge de campagne","Bars",,,"Cuisine traditionnelle",,,0,0,35,,,"Lieu-dit Les 3 Fontaines",," ",8600,"CHOOZ","FRANCE","03 24 42 72 48",,"03 24 42 72 48","lavoute@chooz.com",,"http://www.chooz.com",,"50.11882","4.794846",,,"Charleville ","Restaurant Auberge de la Voûte-Chooz-Ardenne-France",,"Près de lécluse des trois fontaines, ce restaurant avec jardin et terrasse vous procurera un sentiment de quiétude. Vous pourrez y déguster une cuisine traditionnelle française à prix attractifs.","Proposition d'un menu du jour le midi en semaine.A noter : Accès WiFi gratuit.Restaurant ouvert du lundi au vendredi uniquement le midi (soir réservé aux pensionnaires)Fermé les samedis et dimanches (sauf groupes en réservation).","Auberge de la Voûte-Chooz-Ardenne-France",,"Near the lock Ğ des Trois Fontaines ğ, this restaurant with its garden and its terrace will bring you a feeling of quietude. There, you will appreciate a traditional cuisine at moderate prices.","Proposal of a daily menu (at noon during the week).Note :Free access WiFi.The restaurant is open from Monday to Friday (only for lunch and the evening reserved for the residents)Weekly closure : saturday and sunday (except for the groups with a reservation).",,,,,,,,,,,,,"http://cnstlltn.com/master/853e350a-44e7-4e79-9abe-92ef54552849/853e350a-44e7-4e79-9abe-92ef54552849_134.jpg",,,,,,,"Animaux acceptés",,,,,,2015-11-06,2016-12-31,,,,,,,,,"Propriétaire",,"RICHARD","Patrick",,,,,"Direction",,"RICHARD","Patrick",,,,,,,,,"français","allemand",,,,"Carte de crédit","Chèques","Espèces","Visa",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bar / buvette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",23,10,,,,"Menu du jour","13.00","30.00","Menu adulte","13.00","13.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000132","Chez Salvatore","Restauration","Restaurant","Pizzeria",,,"Cuisine italienne",,,,,40,,,"10 rue du Général Bertrand",," ",8320,"VIREUX WALLERAND","FRANCE","03 24 58 30 70",,,"salvatore.chez@orange.fr",,,,"50.08579","4.727707",,,,"Restaurant Chez Salvatore-  Vireux-Wallerand - Ardenne - France",,"Proche de la Meuse et de la voie verte, cette pizzeria vous proposera des spécialités italiennes (pizzas au feu de bois, pâtes...). Cette cuisine généreuse et son cadre convivial vous raviront.","Cuisine italienne. Plats à emporter.A noter : Animaux acceptés: demander à la réservation.Ouvert du mercredi au dimanche de 12h à 14h et de 18h à 21h30 (jusqu'à 22h pour les pizzas à emporter)Fermeture hebdomadaire : lundi et mardi","Chez Salvatore - Vireux-Wallerand-Ardenne-France",,"Near the Meuse and the green track, this pizzeria will propose you pasta and Italian specialities cooked in a wood-burning oven . This lavish cuisine of this restaurant and the friendly atmosphere will delight you.","Italian cuisine. Take-away meals.Note : Animals accepted : ask when you make the reservation.Open from wednesday to sunday from noon to 2pm and from 6pm to 9.30pm.Weekly closing : Monday and tuesday",,,,,,,,,,,,,"http://cnstlltn.com/master/1670fc61-bdb6-4e19-826a-5e11d66214f6/1670fc61-bdb6-4e19-826a-5e11d66214f6_134.jpg","http://cnstlltn.com/master/c0710ccd-b51f-449f-abd1-7024583f7c0d/restaurant.jpg","http://cnstlltn.com/master/01773401-e7ea-45a8-ab8d-3fd1aab2b072/restaurant1.jpg",,,,,"Animaux acceptés","Accès handicapés",,,,,2015-10-14,2016-12-31,,,,,,,,,"Direction",,"BUONOCORE","Salvatore",,,,,,,,,,,,,,,,,"français","italien",,,,"Carte de crédit","Chèques bancaires et postaux","Espèces","Eurocard - Mastercard","Visa","Carte bancaire",,,,,"Terrasse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,"Menu adulte (à partir de)","10.00","10.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000110","Restaurant de la Rn 51  Chez Béa ","Restauration","Restaurant","Restauration Rapide",,,,,,,,100,,,"Route Nationale 51",," ",8270,"SAULCES MONCLIN","FRANCE","03 24 72 20 14",,,,,,,"49.57621","4.494953",,,,"Restaurant de la Rn 51  Chez Béa ",,"Snack Friterie","Restauration rapideMenu  Sur réservation pour les groupes Le restaurant a une capacité de 100 couverts Ouvert tous les jours de 11h à 15h et de 18h à 23h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000050","Restaurant Efès","Restauration","Restaurant","Cuisine étrangère",,,"Cuisine méditerranéenne","Cuisine orientale",,1,0,40,,,"28 rue du Petit Bois",," ",8000,"CHARLEVILLE MEZIERES","FRANCE","03 24 56 18 54",,,"efes.restaurant@hotmail.fr",,,,"49.77286","4.723771",,,,"Restaurant Efès ",,,"Spécialitées Turques : Iskender, Brochettes, sis Kebab , Köfte, Moussaka, Feuilles de vignes, Börek...Assiette kebab, sandwich végétarien, Falafel et toutes les douceurs Turques: Loukoum, Baklava....sur place et à emporter.Fermeture les dimanche midi et lundi.Accessible aux personnes handicapées.",,,,,,,,,,,,,,,,,"http://cnstlltn.com/master/3225addf-d135-408e-ba16-9d6195e1bb6d/3225addf-d135-408e-ba16-9d6195e1bb6d_134.jpg",,,,,,,"Animaux acceptés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"anglais","allemand",,,,"American Express","Carte de crédit","Eurocard - Mastercard","Tickets-restaurant","Visa","Carte bancaire","Cartes de paiement","Chèques de tables","Chèques déjeuners","Chèques restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaise bébé","Climatisation",,,,"Y",,,0,0,0,"Menu enfant","6.00","0.00","Menu adulte","6.50","14.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RESCHA0080000123","Restaurant Ermitage du Moulin Labotte","Restauration","Hotel-restaurant","Restaurant gastronomique",,,"Cuisine gastronomique","Régionales française",,2,0,150,28,,"52 rue Edmond Dromart",," ",8170,"HAYBES","FRANCE","03 24 41 13 44",,"03 24 40 46 72","moulin-labotte@wanadoo.fr",,"http://haybes.stationverte.com/","http://www.moulin-labotte.fr","50.00432","4.721031",,,,"Restaurant Ermitage du Moulin Labotte- Haybes - Ardenne - France",,"A lorée de la forêt, dans un moulin du XVIIIe siècle, vous dégusterez des mets délicieux à base de produits du terroir. Nul doute que les fins gourmets apprécieront cette cuisine raffinée et élaborée.","Cuisine ardennaise et régionale. Possibilité restaurant sur demande les dimanches soirs et lundis en 1/2 pension sur réservation.Jours d'ouverture du restaurant : Du mardi midi au dimanche midi Situé à Haybes, commune classée Station verte de vacances.","Ermitage du Moulin Labotte - Haybes-Ardenne-France",,"On the edge of the forest, in a mill of the eighteenth century, you will taste delicious dishes composed with regional products. Undoubtedly, the gourmets will appreciate this refined cuisine.","Traditional  ardennaise  cuisine. On request, possibility restaurant Sunday evening and monday on half board.Note : OPENING DAYS :Opened from tuesday noon to sunday noonSituated in Haybes. Village ranked as a  station verte  (natural tourist area).",,,,,,,,,,,,,"http://cnstlltn.com/master/20816e98-6c38-4de1-9d8c-2299075fc0ae/20816e98-6c38-4de1-9d8c-2299075fc0ae_134.jpg","http://cnstlltn.com/master/9cb594e1-f011-4493-92a6-064fe2caa97e/bar.jpg","http://cnstlltn.com/master/5703d67d-9eb9-4ee3-96c7-a1ba996f46d2/salle+moulin.jpg",,"Eurotoques","Auberge de pays","Tables et auberges de France","Animaux acceptés","Accès handicapés",,,,,2015-10-29,2016-12-31,,,,,,,,,"Direction",,"PIERANGELI","Frédéric",,"moulin-labotte@wanadoo.fr","+ 33 (0)3 24 41 13 44","+ 33 (0)3 24 40 46 72","Autres",,"PIERANGELI","Frédéric",,"moulin-labotte@wanadoo.fr","+ 33 (0)3 24 41 13 44","+ 33 (0)3 24 40 46 72",,,,,"français","anglais",,,,"American Express","Carte de crédit","Chèques","Chèques bancaires et postaux","Chèques de voyage","Chèques Vacances","Espèces","Eurocard - Mastercard","Tickets-restaurant","Visa",,,,,,,,,,,,,,,,,,,,,"Banquet","Coffres clients","Cyber espace / bornes accès Internet","Documentation Touristique",,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",120,10,1,15,0,"Menu enfant","10.00","10.00","Menu adulte","25.00","45.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
